text,label
"I don't know what's wrong, my contactless stopped working. Tried it in a few different places today and it didn't work in any of them.",23
What ATMs can I use this card?,3
Can friends transfer money to each other?,50
Top up keeps failing,59
How do I cancel a previous purchase,52
Can I use my account although my identity verification has yet to pass?,74
Are there any charges for topping up a US-issued card?,57
How can I process a refund for something I purchased?,52
Are SWIFT Transfers available at this bank?,56
"Hi, i don't know what's going on i've just paid for my top up twice by accident can you help me get a refund please.",61
I saw a payment i did not do,16
"When I got cash, I'm pretty sure there was a glitch that overcharged me.",19
I need to know what charges I will incur for using a European card for top up.,57
After my card expires what should I do?,9
Is it possible to exchange currencies?,33
"Since my card is about to expire, I need a new one.",9
why do I have an unknown payment?,16
Who do I make a check out to if I want to top off my account?,58
I'm confused ass to why my contactless is not working.,23
My account says I have money but I withdrew it in cash.,46
Why is my identity not being verified?,68
Why does my identity need verification?,74
What is minimum age for an account?,1
Why on earth do you need so much personal id info from me?,74
Can I create a disposable virtual card?,37
How do I reset my passcode?,44
Is there a maximum for top-ups?,60
I was the victim of someone stealing my wallet.  My card is being used and it isn't me.  What should I do?,20
"
Which cash machines will allow me to change my PIN?",21
How long does it take for a payment to change from pending?,45
Supported countries,24
How much longer do I have to wait until my transaction is complete? I transferred money to another country many hours ago and the transaction is still pending.,48
I have transferred some money but the balance hasn't changed,5
How do you determine the exchange rate?,32
How do I check security settings on my card?,14
"I would like an account for my children, how do I go about doing this?",1
I just moved. How do I give you my new address?,30
Why was my top up reverted?,61
"Hello, I'm having trouble with my card, I don't understand what's happening, I tried using the ATM machine earlier but it wasn't working but seems like the transactions is still in progress, can you cancel it for me?",46
"I think something is wrong with your top up.  I've been waiting a little over an hour for this to go through, can you send it through for me?",47
Last week I put a cash deposit into my account and it is still isn't there.,6
Someone else charged my card!,28
I have a trasnger that is pending and wondered about it.,48
I might need a new card because it's not working at any of the ATMs. I don't think ive used all my money. Why is it doing this?,26
I purchased something overseas and the incorrect exchange rate was applied.,17
How do I use a disposable virtual card?,37
There is a payment with my card which i definitely did not do.,16
What kind of costs are involved for exchanging currency?,31
Tell me why my transfer is declined.,27
"It looks like someone besides me ordered something with my card, what should I do?",22
My card payment was cancelled it seems.,53
How do I go through the identity checks?,69
I received my card but not my PIN.,38
Why am I unable verify my id?,68
tell me how to get a refund for something I bought.,52
I am having trouble to verify my identity,68
can i transfer money i the app,65
How long does it take to process transfers from Europe?,67
Can you tell me the limits for top ups?,60
What is the process for activating my card?,0
